year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2024,soccer,boys,,division_i_second_team_all_state,Kole Turner,Dover,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_i_second_team_all_state,Joe Turtoro,Salesianum,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_i_second_team_all_state,Alex Wang,Salesianum,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_i_second_team_all_state,Grayson Warner,St. Georges,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Chase Ballinger,Sussex Academy,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Markus Beugre,Glasgow,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Hans Bober,Brandywine,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Victor Carreon,Newark Charter,coaches_association,so.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Noah Conkey,Tatnall,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Kato Connor,Wilmington Friends,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Mason Csapo,Caravel,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Raul Labarias Veguillas,Indian River,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Darwin Lopez,Delmar,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Finlay Lum,Caravel,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Leonardo Marquez-Oliva,Conrad,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Brian McDermott,Saint Mark's,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Chase McDonald,Tower Hill,coaches_association,so.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,CJ Norton,Sussex Academy,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Andres Romero-Nieto,Sussex Academy,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Liam Stegall,Sussex Academy,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Jax Winterringer,Conrad,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_first_team_all_state,Jacob Wojciechowski,Caravel,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Cristopher Alamillo,Indian River,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Griffin Amendum,Sanford,coaches_association,so.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Ethan Beach,Archmere,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Liam Boland,Caravel,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Justin Bozzo,St. Elizabeth,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Ian Chadick,Newark Charter,coaches_association,so.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Parker Collins,Brandywine,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Simon Cox,Tatnall,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Talan Gerardi,Lake Forest,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Bo Hanna,Tower Hill,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Fletcher Jones,Tatnall,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Noah Kirchner,Brandywine,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Daniel Lopez-Lopez,Conrad,coaches_association,so.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,John Malloy,Sanford,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Thomas Nunez-Ramirez,Aspira,coaches_association,fr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,George Sapna,Sussex Academy,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Anderson Silvestre,Conrad,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,division_ii_second_team_all_state,Reid Washburn,Delmar,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,overall_coach_of_the_year,Leo Marianiello,Conrad,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,small_schools_coach_of_the_year,Leo Marianiello,Conrad,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,large_schools_coach_of_the_year,Justin Null,St. Georges,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,private_parochial_coach_of_the_year,Scott Mosier,Salesianum,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,overall_assistant_coach_of_the_year,Mike Scruggs,Middletown,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,large_schools_assistant_coach_of_the_year,Mike Scruggs,Middletown,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,small_schools_assistant_coach_of_the_year,Paul Bogle,Concord,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,soccer,boys,,private_parochial_assistant_coach_of_the_year,Felipe Torres,Sanford,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/21/salesianum-senior-tyler-cifa-leads-2024-delaware-all-state-boys-soccer-teams/76420758007/
2024,volleyball,girls,,player_of_the_year,Elaina Millaway,Delmarva Christian,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,coach_of_the_year,David Lee,Dickinson,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,sportsmanship_award,Sussex Academy team,Sussex Academy,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,humanitarian_service_award,Valeria Tamaroray,Aspira,coaches_association,,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,first_team_all_state,C.C. DeCaro,Ursuline,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,first_team_all_state,Kate Hines,Delaware Military Academy,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,first_team_all_state,Shayla Howell,St. Georges,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,first_team_all_state,Claire Kelly,Ursuline,coaches_association,sr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
2024,volleyball,girls,,first_team_all_state,Kaitlyn Leberstien,Padua,coaches_association,jr.,,https://www.delawareonline.com/story/sports/high-school/2024/11/19/delmarva-christian-elaina-millaway-leads-delaware-volleyball-all-state-teams/76420990007/
